gene,gene_name,gene_type,Log2 IP / Input Fold Change,ip_rpkm,input_rpkm
ENSG00000263924.1,RP11-210K20.2,antisense,,0.0,0.0
ENSG00000226483.2,RP5-964H19.2,pseudogene,,0.0,0.0
ENSG00000258826.1,RP11-300J18.1,lincRNA,,0.0,0.0
ENSG00000260676.1,RP11-510D19.1,lincRNA,,0.0,0.0
ENSG00000250915.1,RP11-1338A24.1,lincRNA,,0.0,0.0
ENSG00000256006.1,AC084117.3,sense_intronic,inf,0.402830600386,0.0
ENSG00000233337.1,UBE2FP3,pseudogene,inf,0.45975766646099997,0.0
ENSG00000170113.11,NIPA1,protein_coding,0.33703844369910946,6.8282016526,5.405646690730001
ENSG00000212441.1,U6,snRNA,,0.0,0.0
ENSG00000179151.7,EDC3,protein_coding,3.222781108533115,14.8955820024,1.5955252943
ENSG00000271255.1,IGHD3OR15-3B,IG_D_gene,,0.0,0.0
ENSG00000156603.10,MED19,protein_coding,-0.941642177392258,0.949336000891,1.82340227012
ENSG00000188279.7,FAM25C,protein_coding,,0.0,0.0
ENSG00000114098.13,ARMC8,protein_coding,0.1980930425718941,3.7835872425300003,3.2981606412
ENSG00000220988.1,SNORD88C,snoRNA,,0.0,0.0
ENSG00000156411.5,C14orf2,protein_coding,-2.358274676276357,4.35905274055,22.351338675500003
ENSG00000261566.1,CTD-2144E22.6,antisense,,0.0,0.0
ENSG00000249467.1,RP11-492O8.1,pseudogene,,0.0,0.0
ENSG00000251467.1,CTC-250P20.2,pseudogene,2.3062853711134985,2.33126420437,0.471335791842
ENSG00000214655.6,ZSWIM8,protein_coding,4.7310994796336345,5.10973827625,0.192395894313
ENSG00000213716.3,FABP5P5,pseudogene,,0.0,0.0
ENSG00000146755.6,TRIM50,protein_coding,,0.0,0.0
ENSG00000255972.1,RP11-324E6.8,pseudogene,,0.0,0.0
ENSG00000101782.10,RIOK3,protein_coding,-0.5313270707699536,9.20974719838,13.3104609325
ENSG00000243977.1,RP11-473P24.2,pseudogene,-0.17914146170386988,1.7029266982700002,1.9280704908200001
ENSG00000250202.2,RP11-397E7.2,pseudogene,-0.986496406133822,7.657746770269999,15.172809658399999
ENSG00000196689.6,TRPV1,protein_coding,1.1665529599327982,0.7672734383059999,0.341808400064
ENSG00000202429.1,RNU4-48P,snRNA,,0.0,0.0
ENSG00000269575.1,RP11-157B13.3,pseudogene,,0.0,0.0
ENSG00000147669.6,POLR2K,protein_coding,-3.6694475238058297,2.53123500109,32.2067008457
ENSG00000258713.2,C20orf141,protein_coding,,0.0,0.0
ENSG00000050327.10,ARHGEF5,protein_coding,3.3963533404613115,7.26742185922,0.690201882523
ENSG00000252207.1,RNA5SP365,rRNA,,0.0,0.0
ENSG00000255977.1,RP11-444J21.2,pseudogene,-1.3490665186664885,2.41904675069,6.162454843380001
ENSG00000246662.2,LINC00535,processed_transcript,,0.0,0.0
ENSG00000172352.5,CDY1B,protein_coding,,0.0,0.0
ENSG00000260232.1,RP11-484P15.2,lincRNA,,0.0,0.0
ENSG00000205746.5,RP11-1212A22.1,pseudogene,3.1072208031241555,1.25047209538,0.145113340577
ENSG00000270273.1,RP11-242C24.3,pseudogene,,0.0,0.0
ENSG00000179593.11,ALOX15B,protein_coding,inf,0.159504641472,0.0
ENSG00000112378.10,PERP,protein_coding,-0.6135784452626348,46.50840507310001,71.160167732
ENSG00000244567.1,AC096772.6,lincRNA,0.5229092753307888,4.96173367966,3.45320270935
ENSG00000243854.2,RN7SL67P,misc_RNA,,0.0,0.0
ENSG00000229806.1,RPS15P5,pseudogene,inf,3.9052731752599996,0.0
ENSG00000244371.2,PFN1P8,pseudogene,,0.0,0.0
ENSG00000226493.1,RP11-524O24.2,pseudogene,-1.4270689916600958,8.2724740998,22.2446710813
ENSG00000213453.3,FTH1P3,pseudogene,-0.736697825134221,12.7856786872,21.3055097377
ENSG00000247595.2,SPTY2D1-AS1,processed_transcript,-0.9340290073935238,0.124329496907,0.237544469883
ENSG00000083544.9,TDRD3,protein_coding,-0.4784485063783311,5.0081064374,6.977516982260001
ENSG00000227114.1,AC018696.3,pseudogene,,0.0,0.0
ENSG00000169704.4,GP9,protein_coding,,0.0,0.0
ENSG00000239559.2,RPL37P2,pseudogene,1.0838928966722077,2.52223685997,1.18987569691
ENSG00000241921.1,AC000370.2,antisense,,0.0,0.0
ENSG00000268126.1,AC091948.1,protein_coding,,0.0,0.0
ENSG00000147481.9,SNTG1,protein_coding,,0.0,0.0
ENSG00000258772.1,RP11-84C10.3,lincRNA,,0.0,0.0
ENSG00000201291.1,U1,snRNA,,0.0,0.0
ENSG00000237959.1,RP11-76N22.3,pseudogene,,0.0,0.0
ENSG00000261580.1,RP11-104C4.5,pseudogene,,0.0,0.0
ENSG00000263779.1,RN7SL467P,misc_RNA,inf,0.8320181573250001,0.0
ENSG00000261019.1,RP11-111K18.2,lincRNA,0.9139679393465072,0.703594011415,0.37341380488700004
ENSG00000266958.1,AC006126.3,protein_coding,inf,0.439061974431,0.0
ENSG00000266047.1,AL139377.1,miRNA,,0.0,0.0
ENSG00000118596.7,SLC16A7,protein_coding,-0.7836071025165727,0.26199869896,0.45101229091899997
ENSG00000199554.1,U1,snRNA,,0.0,0.0
ENSG00000266202.1,LYRM9,protein_coding,inf,0.41673006415700004,0.0
ENSG00000258956.2,COX4I1P1,pseudogene,0.49893042506686613,0.47333316342299997,0.334945316955
ENSG00000226979.4,LTA,protein_coding,2.820858474811735,0.693348476319,0.0981270066725
ENSG00000151239.9,TWF1,protein_coding,-1.726771901025216,12.8056236448,42.3848715862
ENSG00000244332.1,RP11-119K6.6,processed_transcript,-0.9228962358467344,9.909815059380001,18.7881924241
ENSG00000251294.1,RP11-116O11.1,antisense,,0.0,0.0
ENSG00000263765.1,RP11-746B8.1,antisense,,0.0,0.0
ENSG00000069812.7,HES2,protein_coding,2.083892929375171,0.133535679657,0.0314980045717
ENSG00000262670.1,RP11-64J4.2,sense_overlapping,,0.0,0.0
ENSG00000227077.2,AC107983.4,pseudogene,,0.0,0.0
ENSG00000163687.9,DNASE1L3,protein_coding,,0.0,0.0
ENSG00000212191.1,SNORD65,snoRNA,,0.0,0.0
ENSG00000101084.12,C20orf24,protein_coding,-0.40816412272723873,25.0558163992,33.2489704608
ENSG00000226094.1,RPL7P3,pseudogene,,0.0,0.0
ENSG00000182902.8,SLC25A18,protein_coding,,0.0,0.0
ENSG00000106511.5,MEOX2,protein_coding,inf,0.28889056528,0.0
ENSG00000271291.1,RP11-289I10.3,pseudogene,,0.0,0.0
ENSG00000261005.1,CTB-58E17.1,lincRNA,inf,0.209545313307,0.0
ENSG00000228941.1,UBE3AP2,pseudogene,-0.4413633195845561,3.94185654323,5.352595357159999
ENSG00000211690.1,TRGJ1,TR_J_gene,,0.0,0.0
ENSG00000125629.10,INSIG2,protein_coding,-1.8112231229066456,0.854185605153,2.9976763197099996
ENSG00000240347.2,RN7SL35P,misc_RNA,,0.0,0.0
ENSG00000230834.1,AC068580.7,lincRNA,,0.0,0.0
ENSG00000074047.16,GLI2,protein_coding,2.9363357364148537,2.13371483378,0.278747667814
ENSG00000211942.2,IGHV3-13,IG_V_gene,,0.0,0.0
ENSG00000253315.1,CTB-11I22.2,lincRNA,inf,0.21092391189399998,0.0
ENSG00000267134.1,RP11-146N18.1,lincRNA,,0.0,0.0
ENSG00000174876.12,AMY1B,protein_coding,-0.14123058066107738,0.366582474437,0.40428380031800004
ENSG00000165887.7,ANKRD2,protein_coding,inf,0.157030692223,0.0
ENSG00000207588.1,MIR593,miRNA,,0.0,0.0
ENSG00000228928.1,AC002069.5,pseudogene,1.248952173018577,11.9580244475,5.03138290392
ENSG00000104325.2,DECR1,protein_coding,0.5014432648388223,1.09817318235,0.775749260201
ENSG00000104388.10,RAB2A,protein_coding,-0.14563732184118344,9.71539699421,10.7473589472
ENSG00000151474.15,FRMD4A,protein_coding,2.1502934561419904,1.0735675979200001,0.241839126479
ENSG00000241935.4,HOGA1,protein_coding,-0.3084244946899464,0.232209799149,0.287558074648
ENSG00000153253.10,SCN3A,protein_coding,0.9189986962556601,0.146950477018,0.0777185745682
ENSG00000165028.7,NIPSNAP3B,protein_coding,-1.2281647316938846,0.330207685052,0.773573529442
ENSG00000162873.9,KLHDC8A,protein_coding,inf,0.20551559587,0.0
ENSG00000185668.5,POU3F1,protein_coding,-inf,0.0,0.0581319511491
ENSG00000238868.1,snoU13,snoRNA,,0.0,0.0
ENSG00000232334.1,RP11-47G11.2,pseudogene,,0.0,0.0
ENSG00000270764.1,CTB-152G17.5,pseudogene,,0.0,0.0
ENSG00000201180.1,U6,snRNA,,0.0,0.0
ENSG00000258408.1,NT5CP2,pseudogene,,0.0,0.0
ENSG00000232482.2,RP4-654C18.1,pseudogene,-inf,0.0,0.8045022217669999
ENSG00000229224.1,AC105398.3,antisense,,0.0,0.0
ENSG00000199362.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000251320.1,CTC-327F10.4,antisense,,0.0,0.0
ENSG00000261189.1,RP3-512B11.3,antisense,-0.5010695709015454,0.813257883202,1.15097330905
ENSG00000122435.5,TRMT13,protein_coding,-2.2453938587720157,3.57462483737,16.9496748796
ENSG00000186994.7,KANK3,protein_coding,2.0838929284726064,0.22521378116000002,0.0531227663741
ENSG00000250282.1,RP5-875H18.4,antisense,,0.0,0.0
ENSG00000171365.10,CLCN5,protein_coding,1.531686136607214,8.297450662100001,2.86986328109
ENSG00000096063.10,SRPK1,protein_coding,0.506899864886122,69.7957115679,49.11754764770001
ENSG00000161939.12,RNASEK-C17orf49,protein_coding,0.38188898412590605,3.96269611624,3.04110020171
ENSG00000166118.3,SPATA19,protein_coding,,0.0,0.0
ENSG00000249245.2,RP11-557J10.3,pseudogene,1.6915755084012707,10.25386994,3.1744817640400003
ENSG00000235695.1,RP11-395P16.1,pseudogene,inf,1.56138474562,0.0
ENSG00000251972.1,U6,snRNA,,0.0,0.0
ENSG00000267647.1,MAP1LC3P,pseudogene,,0.0,0.0
ENSG00000221094.1,AL671972.1,miRNA,,0.0,0.0
ENSG00000240475.1,RP11-96C23.7,processed_transcript,-inf,0.0,0.0831735163207
ENSG00000089693.6,MLF2,protein_coding,1.0853764215451938,7.7717582806899985,3.6625910104000003
ENSG00000122042.9,UBL3,protein_coding,-0.6978220345289928,7.9457535771200005,12.8884430276
ENSG00000121775.13,TMEM39B,protein_coding,0.7130016783064796,0.626056877059,0.38192571328
ENSG00000235681.1,AC008746.5,pseudogene,,0.0,0.0
ENSG00000266417.1,MIR4424,miRNA,,0.0,0.0
ENSG00000233702.1,AC107083.1,pseudogene,,0.0,0.0
ENSG00000251336.1,RP11-540E16.2,lincRNA,,0.0,0.0
ENSG00000231419.2,LINC00689,processed_transcript,,0.0,0.0
ENSG00000091656.11,ZFHX4,protein_coding,1.4015634744215006,5.24574899173,1.98561415064
ENSG00000197958.8,RPL12,protein_coding,-1.426957458752962,15.5213342535,41.7336192209
ENSG00000260641.1,RP11-1299A16.3,antisense,inf,0.127764742575,0.0
ENSG00000150722.6,PPP1R1C,protein_coding,-2.49730758845695,0.048882549209,0.276005882757
ENSG00000254623.1,DEFB108P4,pseudogene,,0.0,0.0
ENSG00000254664.1,CTD-2560E9.3,antisense,,0.0,0.0
ENSG00000258364.1,RP11-536C10.16,lincRNA,,0.0,0.0
ENSG00000263320.1,RP11-498D10.6,antisense,-0.3084245034156592,0.80960689345,1.00258043271
ENSG00000230450.1,NEK2P4,pseudogene,-0.3941543662406856,1.2674493604100001,1.6656467575999998
ENSG00000243979.2,RP11-347C18.1,pseudogene,-2.208888821309776,6.48704803834,29.9908590887
ENSG00000225735.1,NEK4P1,pseudogene,inf,0.273864760318,0.0
ENSG00000260954.1,LA16c-425C2.1,sense_intronic,,0.0,0.0
ENSG00000259944.1,CDRT7,lincRNA,,0.0,0.0
ENSG00000269601.1,AP000758.1,protein_coding,,0.0,0.0
ENSG00000223256.1,U6,snRNA,,0.0,0.0
ENSG00000270695.1,RP1-21P18.1,pseudogene,,0.0,0.0
ENSG00000143294.10,PRCC,protein_coding,1.820149050780337,10.517613114,2.97850086504
ENSG00000125772.8,GPCPD1,protein_coding,-0.3260392675186958,4.86749501064,6.10173179838
ENSG00000267001.1,AC006538.4,protein_coding,inf,6.23397312146,0.0
ENSG00000214760.2,RPL21P1,pseudogene,-inf,0.0,4.38015626545
ENSG00000072163.14,LIMS2,protein_coding,,0.0,0.0
ENSG00000250303.2,RP11-356J5.12,processed_transcript,inf,0.0479850822229,0.0
ENSG00000173013.4,CCDC96,protein_coding,inf,0.335672285692,0.0
ENSG00000250844.1,USP17L18,protein_coding,,0.0,0.0
ENSG00000259178.1,CTD-2184D3.3,lincRNA,,0.0,0.0
ENSG00000266282.1,UBL5P2,pseudogene,-0.0860320729662666,2.20599309192,2.34154432151
ENSG00000239111.1,snoU13,snoRNA,,0.0,0.0
ENSG00000240395.1,RP11-231D20.1,pseudogene,-0.2318829423208161,39.1048539248,45.9234375283
ENSG00000160460.11,SPTBN4,protein_coding,1.0838929284705723,0.0619937900529,0.0292458268643
ENSG00000235469.1,MRPL50P4,pseudogene,-inf,0.0,0.358970930408
ENSG00000260740.2,AC026471.6,antisense,,0.0,0.0
ENSG00000243173.2,RN7SL861P,misc_RNA,,0.0,0.0
ENSG00000231788.4,RPL31P50,pseudogene,,0.0,0.0
ENSG00000201644.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000256458.1,RP11-363J17.1,antisense,,0.0,0.0
ENSG00000254205.1,RP11-92K15.1,antisense,,0.0,0.0
ENSG00000200983.1,SNORA3,snoRNA,2.0838929768450374,5.591936175090001,1.3190094652200002
ENSG00000231944.1,PHKA1-AS1,antisense,,0.0,0.0
ENSG00000237522.1,NONOP2,pseudogene,inf,0.195490444731,0.0
ENSG00000176619.6,LMNB2,protein_coding,2.7915195637459447,24.977754539099998,3.6076323383499997
ENSG00000114405.6,C3orf14,protein_coding,-2.7816300075151816,0.543765831606,3.7390905584400005
ENSG00000230124.2,RP5-1180C10.2,antisense,0.7652661933609419,0.692378746307,0.407357436683
ENSG00000184990.8,SIVA1,protein_coding,1.1204188102204946,1.00818971665,0.46372722515299997
ENSG00000232408.1,AC140481.4,antisense,,0.0,0.0
ENSG00000221230.1,MIR548L,miRNA,,0.0,0.0
ENSG00000267114.1,CTB-129P6.11,protein_coding,0.49893042506485097,0.671657114578,0.475285533557
ENSG00000213950.2,RPS10P2,pseudogene,-0.394154373532871,13.656573871800001,17.947090286199998
ENSG00000270736.1,RP6-166C19.19,pseudogene,,0.0,0.0
ENSG00000133731.5,IMPA1,protein_coding,-1.047933642385804,5.8886994114,12.175276874100001
ENSG00000109846.3,CRYAB,protein_coding,-inf,0.0,0.0562672688536
ENSG00000110079.12,MS4A4A,protein_coding,inf,0.09625830545189999,0.0
ENSG00000259043.1,BRD7P1,pseudogene,-0.5010694996857826,0.125628662257,0.17779751412
ENSG00000197161.6,RP11-397M16.4,pseudogene,,0.0,0.0
ENSG00000260264.1,AC004125.3,lincRNA,,0.0,0.0
ENSG00000123815.7,ADCK4,protein_coding,3.4369418924279374,2.35857854981,0.217784888291
ENSG00000268922.1,CTD-2557P19.4,pseudogene,,0.0,0.0
ENSG00000239413.1,RPS27P23,pseudogene,-inf,0.0,0.6806088827850001
ENSG00000242960.1,FTH1P23,pseudogene,-1.4521599711700337,6.56976087282,17.976008805699998
ENSG00000189014.6,FAM35DP,pseudogene,-1.071429005564996,11.075685787100001,23.275707740999998
ENSG00000253248.1,RP11-149P24.1,lincRNA,,0.0,0.0
ENSG00000224475.1,AC073900.4,pseudogene,,0.0,0.0
ENSG00000231407.1,RP11-576I22.2,antisense,-inf,0.0,0.0535406605135
ENSG00000268541.1,VN1R88P,pseudogene,,0.0,0.0
ENSG00000124664.6,SPDEF,protein_coding,,0.0,0.0
ENSG00000211776.2,TRAV2,TR_V_gene,,0.0,0.0
ENSG00000252453.2,AC015971.1,miRNA,,0.0,0.0
ENSG00000183775.5,KCTD16,protein_coding,-inf,0.0,0.0568595558413
ENSG00000260963.1,RP11-297L17.2,lincRNA,,0.0,0.0
ENSG00000228914.1,OR1H1P,pseudogene,,0.0,0.0
ENSG00000213111.4,COX5BP2,pseudogene,,0.0,0.0
ENSG00000136942.10,RPL35,protein_coding,-0.0999168633800213,7.0750833992999995,7.582449674419999
ENSG00000226905.1,AC005040.3,pseudogene,,0.0,0.0
ENSG00000206418.3,RAB12,protein_coding,-0.1560038337578222,16.4553561782,18.334502097
ENSG00000269800.1,AC005795.2,pseudogene,-0.4299638167664035,6.3716700382099996,8.58391252633
ENSG00000203482.1,AC061975.7,pseudogene,,0.0,0.0
ENSG00000233834.2,AC005083.1,processed_transcript,,0.0,0.0
ENSG00000183091.15,NEB,protein_coding,-0.963575510244894,0.05426435062940001,0.10582292023600001
ENSG00000144339.7,TMEFF2,protein_coding,-0.7362618043665572,0.215661013423,0.359259721977
ENSG00000219240.2,RP11-63K6.5,pseudogene,,0.0,0.0
ENSG00000254793.1,FDPSP4,pseudogene,inf,0.22944013316700002,0.0
ENSG00000104518.6,GSDMD,protein_coding,,0.0,0.0
ENSG00000248828.1,RP11-673E1.4,processed_transcript,,0.0,0.0
ENSG00000207714.1,MIR584,miRNA,,0.0,0.0
ENSG00000186073.7,C15orf41,protein_coding,-0.4486370162651922,0.9345178384209999,1.27538350215
ENSG00000080815.14,PSEN1,protein_coding,1.0559500897524199,7.219828543360001,3.4725957798000002
ENSG00000236627.1,RP11-252P19.1,lincRNA,,0.0,0.0
ENSG00000228815.1,MARK2P13,pseudogene,,0.0,0.0
ENSG00000253193.2,FCGR1C,pseudogene,,0.0,0.0
ENSG00000110367.6,DDX6,protein_coding,-0.333527160234383,15.4293257647,19.4423442312
ENSG00000264921.1,AC106771.1,miRNA,,0.0,0.0
ENSG00000236776.1,RP11-213P13.1,pseudogene,,0.0,0.0
ENSG00000221178.1,AC008045.1,miRNA,,0.0,0.0
ENSG00000267623.1,AC022153.1,pseudogene,,0.0,0.0
ENSG00000162458.8,FBLIM1,protein_coding,2.698374515279129,2.34780477283,0.36171815961099996
ENSG00000249476.1,CTD-2587M2.1,lincRNA,,0.0,0.0
ENSG00000214455.3,RCN1P2,pseudogene,0.5153248621343811,46.4631276546,32.5072476508
ENSG00000252950.1,RNA5SP490,rRNA,,0.0,0.0
ENSG00000233640.2,KRTAP13-5P,pseudogene,,0.0,0.0
ENSG00000267287.1,RP11-567M16.1,processed_transcript,,0.0,0.0
ENSG00000235422.1,AP005136.2,pseudogene,,0.0,0.0
ENSG00000179941.6,BBS10,protein_coding,-1.0135431449700696,7.31232892856,14.7625916708
ENSG00000168269.7,FOXI1,protein_coding,,0.0,0.0
ENSG00000235964.1,FXYD6P2,pseudogene,,0.0,0.0
ENSG00000147180.12,ZNF711,protein_coding,-1.0364161861539272,142.67209883200002,292.63846504599996
ENSG00000139880.15,CDH24,protein_coding,2.701429724213271,1.12618991175,0.173141132754
ENSG00000145979.12,TBC1D7,protein_coding,0.4945177857404184,2.73080726393,1.93832395247
ENSG00000231417.2,IRX1P1,pseudogene,,0.0,0.0
ENSG00000254936.3,AF131215.3,sense_intronic,1.004821284132847,0.19600666545,0.09767636599889999
ENSG00000239126.1,snoU13,snoRNA,,0.0,0.0
ENSG00000134376.9,CRB1,protein_coding,0.8948591279861401,0.055302035694399995,0.0297414185453
ENSG00000259550.2,CTD-2019H15.1,pseudogene,,0.0,0.0
ENSG00000236704.1,CNOT4P1,pseudogene,,0.0,0.0
ENSG00000122375.7,OPN4,protein_coding,,0.0,0.0
ENSG00000227331.1,AC005042.2,pseudogene,,0.0,0.0
ENSG00000177051.5,FBXO46,protein_coding,0.8417185401028346,3.3681160246599995,1.8793363552900002
ENSG00000229487.1,ALG13-AS1,antisense,,0.0,0.0
ENSG00000118004.13,COLEC11,protein_coding,,0.0,0.0
ENSG00000172927.3,MYEOV,protein_coding,,0.0,0.0
ENSG00000240131.1,RP11-124D2.1,pseudogene,,0.0,0.0
ENSG00000258650.1,RP11-517O13.2,pseudogene,-inf,0.0,2.0624511599599997
ENSG00000143147.10,GPR161,protein_coding,4.042096573336053,2.84357931824,0.17261281411499999
ENSG00000167840.9,ZNF232,protein_coding,-0.34657679227701155,2.50288788111,3.1825219357999996
ENSG00000130254.7,SAFB2,protein_coding,1.489321013911802,10.6443369611,3.79130144089
ENSG00000260575.1,RP11-56L13.7,antisense,,0.0,0.0
ENSG00000228622.1,RP1-302D9.1,lincRNA,,0.0,0.0
ENSG00000125691.8,RPL23,protein_coding,-1.3633084009587855,28.156118168200003,72.43850876479999
ENSG00000184344.3,GDF3,protein_coding,,0.0,0.0
ENSG00000221511.1,AC090825.1,miRNA,,0.0,0.0
ENSG00000235760.3,AC138655.4,antisense,,0.0,0.0
ENSG00000198689.5,SLC9A6,protein_coding,0.29991648976693475,9.75476852607,7.923792765739999
ENSG00000267194.1,RP1-193H18.2,lincRNA,-1.3590505777080129,0.768528157389,1.9714000959400002
ENSG00000203987.2,RP11-188C12.3,antisense,,0.0,0.0
ENSG00000271697.1,RP11-1012A1.10,pseudogene,inf,12.410490411400001,0.0
ENSG00000200926.1,U6,snRNA,,0.0,0.0
ENSG00000070669.12,ASNS,protein_coding,0.208651413754777,44.148692921300004,38.203883855
ENSG00000211877.1,TRAJ12,TR_J_gene,,0.0,0.0
ENSG00000259820.1,AC083843.1,lincRNA,-2.30842449187083,0.23076127539299998,1.14305715209
ENSG00000203857.5,HSD3B1,protein_coding,,0.0,0.0
ENSG00000130222.6,GADD45G,protein_coding,,0.0,0.0
ENSG00000260898.1,ADPGK-AS1,processed_transcript,inf,0.0782898751409,0.0
ENSG00000136877.10,FPGS,protein_coding,3.110632782166321,0.730653313202,0.0845897195401
ENSG00000144668.7,ITGA9,protein_coding,2.4053823300410704,1.84808875227,0.34884346489600004
ENSG00000238184.1,AC129929.5,processed_transcript,,0.0,0.0
ENSG00000213533.7,TMEM110,protein_coding,2.725458113596549,8.845672642210001,1.33747668155
ENSG00000132554.15,RGS22,protein_coding,-inf,0.0,0.08014513800260001
ENSG00000237567.1,RP3-359N14.2,lincRNA,,0.0,0.0
ENSG00000212091.1,AC013268.1,miRNA,,0.0,0.0
ENSG00000228142.2,RP11-180I4.2,lincRNA,,0.0,0.0
ENSG00000136449.9,MYCBPAP,protein_coding,,0.0,0.0
ENSG00000198860.7,TSEN15,protein_coding,-1.407135491628151,6.11588137628,16.219932561300002
ENSG00000201444.1,U6,snRNA,,0.0,0.0
ENSG00000111052.3,LIN7A,protein_coding,-1.3760277206264404,0.916802883445,2.37958700905
ENSG00000237436.1,RP11-312B8.1,antisense,-2.365008033745682,0.583624385968,3.00657324315
ENSG00000253230.1,LINC00599,processed_transcript,-0.5010696098682238,0.0581929445835,0.0823582890288
ENSG00000236810.1,RP5-886K2.3,antisense,-1.501069590729572,0.358350592016,1.01432025654
ENSG00000249427.1,RP11-432M8.4,pseudogene,,0.0,0.0
ENSG00000240457.2,RN7SL472P,misc_RNA,,0.0,0.0
ENSG00000133226.12,SRRM1,protein_coding,-0.5902500895595539,9.68940530482,14.5874743225
ENSG00000181333.11,HEPHL1,protein_coding,1.4672216271405107,0.0883477979933,0.0319534686754
ENSG00000227300.7,KRT16P2,pseudogene,,0.0,0.0
ENSG00000206585.1,RNU1-6,snRNA,-0.26660433465706657,14.7517330421,17.7459374409
ENSG00000236281.1,AC093106.5,pseudogene,-0.6709945946680853,1.90081617754,3.0264229347200002
ENSG00000215448.3,SRMP1,pseudogene,,0.0,0.0
ENSG00000237264.4,FTH1P11,pseudogene,-0.8730383418087888,14.8643827221,27.224355491799997
ENSG00000261634.1,RP11-352D13.6,processed_transcript,1.0838929177260122,0.182391846901,0.0860441087906
ENSG00000254451.2,RP11-560G2.1,antisense,,0.0,0.0
ENSG00000141485.11,SLC13A5,protein_coding,,0.0,0.0
ENSG00000237444.1,AP001342.1,pseudogene,,0.0,0.0
ENSG00000237955.1,AC008746.10,pseudogene,,0.0,0.0
ENSG00000252156.1,U6,snRNA,,0.0,0.0
ENSG00000239046.1,snoU13,snoRNA,,0.0,0.0
ENSG00000228308.1,RP11-255G21.1,lincRNA,,0.0,0.0
ENSG00000168256.13,NKIRAS2,protein_coding,1.4746195936532196,5.314311974100001,1.9122396368099999
ENSG00000177868.7,CCDC23,protein_coding,-1.7767090649896735,1.3639973504700003,4.67365067785
ENSG00000271607.1,RP3-418A9.3,pseudogene,,0.0,0.0
ENSG00000231460.2,RP11-321L2.1,lincRNA,,0.0,0.0
ENSG00000248955.1,RP11-114H7.3,pseudogene,,0.0,0.0
ENSG00000165511.4,C10orf25,protein_coding,-inf,0.0,0.0553160666493
ENSG00000260026.1,CTD-2015G9.1,lincRNA,,0.0,0.0
ENSG00000063978.11,RNF4,protein_coding,1.1798961860093216,7.4120699516999995,3.27156358547
ENSG00000048052.16,HDAC9,protein_coding,0.7569254937666301,0.32726080011500003,0.193658565141
ENSG00000248850.1,RP11-605F14.2,pseudogene,inf,0.645801021536,0.0
ENSG00000215812.4,ZNF847P,pseudogene,,0.0,0.0
ENSG00000212176.1,RNA5SP207,rRNA,,0.0,0.0
ENSG00000134013.11,LOXL2,protein_coding,2.3681438269244524,0.463402075122,0.0897585128199
ENSG00000196323.7,ZBTB44,protein_coding,-0.2167718164172564,10.3657542689,12.0463569614
ENSG00000205560.8,CPT1B,protein_coding,3.5887218723567824,8.172793897210001,0.6792937476450001
ENSG00000213523.5,SRA1,protein_coding,1.0809751763963587,5.912455282000001,2.7948719587
ENSG00000238705.1,MIR1976,miRNA,,0.0,0.0
ENSG00000236682.1,AC068282.3,processed_transcript,0.4989304250637307,0.178908665937,0.126601354921
ENSG00000213713.3,PIGCP1,pseudogene,0.49893042775292623,0.268963363556,0.190326868788
ENSG00000252035.1,U6,snRNA,,0.0,0.0
ENSG00000223930.1,RP11-33A14.1,lincRNA,,0.0,0.0
ENSG00000169953.10,HSFY2,protein_coding,,0.0,0.0
ENSG00000170214.3,ADRA1B,protein_coding,inf,0.0310940670805,0.0
ENSG00000233913.6,CTC-575D19.1,pseudogene,0.29921522542636686,74.2099647315,60.310019261899996
ENSG00000260084.1,RP11-615I2.1,antisense,,0.0,0.0
ENSG00000206920.1,RNY1P6,misc_RNA,,0.0,0.0
ENSG00000217442.3,SYCE3,protein_coding,-0.607984718391015,0.473046661522,0.720983986674
ENSG00000133639.3,BTG1,protein_coding,-0.5390374200045696,13.7716637422,20.0102651028
ENSG00000253640.1,CTD-2281E23.1,lincRNA,,0.0,0.0
ENSG00000143105.5,KCNA10,protein_coding,,0.0,0.0
ENSG00000183230.11,CTNNA3,protein_coding,,0.0,0.0
ENSG00000187510.3,PLEKHG7,protein_coding,,0.0,0.0
ENSG00000250853.1,RNF138P1,pseudogene,-1.1239999238075309,11.0299654982,24.039855129
ENSG00000235313.1,HM13-IT1,sense_intronic,1.4989305003062319,1.35849299186,0.480655991563
ENSG00000184445.7,KNTC1,protein_coding,0.5005944532331095,23.164476475900003,16.3730106147
ENSG00000199454.1,RNA5SP388,rRNA,,0.0,0.0
ENSG00000253543.1,RP11-89K10.2,pseudogene,-1.0860320998348352,0.641208658717,1.36121779092
ENSG00000228607.2,CLDN25,protein_coding,,0.0,0.0
ENSG00000237350.1,CDC42P6,pseudogene,-1.5010695702263912,36.3816219729,102.979083698
ENSG00000207435.1,U6,snRNA,,0.0,0.0
ENSG00000223513.1,ATP6V0E1P2,pseudogene,-inf,0.0,0.6973451602940001
ENSG00000260357.1,DNM1P34,pseudogene,,0.0,0.0
ENSG00000252021.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000223946.1,RP11-533O20.2,lincRNA,,0.0,0.0
